"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-009","반포23주차장","106941","7202778","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-010","잠원1-6주차장","118590","8225226","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-010","잠원1-6주차장","118590","8225226","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-010","잠원1-6주차장","118590","8225226","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-009","반포23주차장","106941","7202778","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-009","반포23주차장","106941","7202778","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-010","잠원1-6주차장","118590","8225226","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-008","여의도3주차장","44078","10432948","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-010","잠원1-6주차장","118590","8225226","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-009","반포23주차장","106941","7202778","2020/06"
"PLT-005","뚝섬1주차장","10287","758864","2020/06"
"PLT-011","잠실1234주차장","115626","7389955","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-010","잠원1-6주차장","118590","8225226","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-009","반포23주차장","106941","7202778","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-003","망원1주차장","10629","665112","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-009","반포23주차장","106941","7202778","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-003","망원23주차장","27671","2196290","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-008","여의도4주차장","5524","1690508","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-008","여의도1주차장","82906","10385609","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-009","반포23주차장","106941","7202778","2020/06"
"PLT-005","뚝섬2주차장","34296","3306191","2020/06"
"PLT-001","강서1주차장","9619","675284","2020/06"
"PLT-004","이촌2주차장","12687","916838","2020/06"
"PLT-008","여의도5주차장","9066","2994974","2020/06"
"PLT-005","뚝섬4주차장","24106","2147023","2020/06"
"PLT-006","광나루3주차장","28500","1738391","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-002","난지123주차장","76740","5260160","2020/06"
"PLT-006","광나루12주차장","32955","2044165","2020/06"
"PLT-007","양화2주차장","2515","229503","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
"PLT-005","뚝섬3주차장","13896","1250899","2020/06"
"PLT-004","이촌1주차장","4726","223220","2020/06"
"PLT-008","여의도2주차장","41183","5067615","2020/06"
"PLT-004","이촌34주차장","33212","2898120","2020/06"
"PLT-010","잠원1-6주차장","118590","8225226","2020/06"
"PLT-009","반포1주차장","43615","2950035","2020/06"
"PLT-007","양화1주차장","9872","1068257","2020/06"
"PLT-007","양화345주차장","34012","3652840","2020/06"
